time,delta1_true,delta1_est,delta2_true,delta2_est,delta3_true,delta3_est,omega1_true,omega1_est,omega2_true,omega2_est,omega3_true,omega3_est
0.0000,0.039647,0.039657,0.344382,0.344366,0.229802,0.229779,0.000000,-0.000000,-0.000000,0.000002,0.000000,0.000003
0.0500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000028,-0.000000,0.000033,0.000000,0.000165
0.1000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000055,-0.000000,0.000062,0.000000,0.000318
0.1500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000079,-0.000000,0.000088,0.000000,0.000458
0.2000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000100,-0.000000,0.000111,0.000000,0.000580
0.2500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000118,-0.000000,0.000130,0.000000,0.000684
0.3000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000132,-0.000000,0.000146,0.000000,0.000770
0.3500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000145,-0.000000,0.000159,0.000000,0.000840
0.4000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000154,-0.000000,0.000170,0.000000,0.000896
0.4500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000162,-0.000000,0.000178,0.000000,0.000939
0.5000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000168,-0.000000,0.000184,0.000000,0.000974
0.5500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000173,-0.000000,0.000189,0.000000,0.001000
0.6000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000177,-0.000000,0.000193,0.000000,0.001021
0.6500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000180,-0.000000,0.000195,0.000000,0.001036
0.7000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000182,-0.000000,0.000198,0.000000,0.001049
0.7500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000184,-0.000000,0.000199,0.000000,0.001058
0.8000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000185,-0.000000,0.000200,0.000000,0.001065
0.8500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000186,-0.000000,0.000201,0.000000,0.001071
0.9000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000187,-0.000000,0.000202,0.000000,0.001076
0.9500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000188,-0.000000,0.000203,0.000000,0.001079
1.0000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000188,-0.000000,0.000203,0.000000,0.001082
1.0500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000189,-0.000000,0.000203,0.000000,0.001084
1.1000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000189,-0.000000,0.000204,0.000000,0.001086
1.1500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000190,-0.000000,0.000204,0.000000,0.001087
1.2000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000190,-0.000000,0.000204,0.000000,0.001088
1.2500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000190,-0.000000,0.000204,0.000000,0.001089
1.3000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000190,-0.000000,0.000204,0.000000,0.001090
1.3500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000190,-0.000000,0.000204,0.000000,0.001090
1.4000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000190,-0.000000,0.000204,0.000000,0.001091
1.4500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000204,0.000000,0.001091
1.5000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000204,0.000000,0.001092
1.5500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001092
1.6000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001092
1.6500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001092
1.7000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001092
1.7500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
1.8000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
1.8500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
1.9000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
1.9500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
2.0000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
2.0500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
2.1000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
2.1500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
2.2000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
2.2500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
2.3000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
2.3500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
2.4000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
2.4500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
2.5000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
2.5500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
2.6000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
2.6500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
2.7000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
2.7500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
2.8000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
2.8500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
2.9000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
2.9500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
3.0000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
3.0500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
3.1000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
3.1500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
3.2000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
3.2500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
3.3000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
3.3500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
3.4000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
3.4500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
3.5000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
3.5500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
3.6000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
3.6500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
3.7000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
3.7500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
3.8000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
3.8500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
3.9000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
3.9500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
4.0000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
4.0500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
4.1000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
4.1500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
4.2000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
4.2500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
4.3000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
4.3500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
4.4000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
4.4500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
4.5000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
4.5500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
4.6000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
4.6500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
4.7000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
4.7500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
4.8000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
4.8500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
4.9000,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
4.9500,0.039647,0.039652,0.344382,0.344369,0.229802,0.229778,0.000000,-0.000191,-0.000000,0.000205,0.000000,0.001093
5.0000,0.039647,0.039645,0.344386,0.344387,0.229806,0.229827,0.000366,0.000156,0.017669,0.017912,0.017916,0.019132
5.0500,0.040661,0.040695,0.389151,0.389137,0.275061,0.275088,0.043362,0.043275,1.764474,1.764670,1.777954,1.779044
5.1000,0.044605,0.044596,0.519477,0.519459,0.405087,0.405112,0.123477,0.123288,3.430336,3.430514,3.388126,3.389092
5.1500,0.054154,0.054135,0.730008,0.729980,0.609614,0.609595,0.271888,0.271683,4.966558,4.966706,4.744703,4.745453
5.2000,0.073254,0.073255,1.013613,1.013650,0.874510,0.874512,0.507232,0.507086,6.353035,6.353374,5.801014,5.801762
5.2500,0.106333,0.106338,1.363139,1.363109,1.185124,1.185118,0.829168,0.829036,7.610750,7.610906,6.584174,6.584860
5.3000,0.157255,0.157247,1.773639,1.773616,1.529946,1.529975,1.215478,1.215311,8.806878,8.807062,7.189900,7.190643
5.3500,0.244985,0.244970,2.184692,2.184666,1.825418,1.825413,2.296075,2.295893,7.681802,7.681951,4.657368,4.657941
5.4000,0.386457,0.386472,2.546620,2.546598,1.999603,1.999636,3.355336,3.355247,6.839456,6.839584,2.350793,2.351383
5.4500,0.579671,0.579678,2.872210,2.872181,2.064293,2.064335,4.364201,4.364107,6.210133,6.210193,0.274553,0.275067
5.5000,0.821854,0.821846,3.169236,3.169190,2.031851,2.031875,5.310535,5.310424,5.677736,5.677687,-1.503718,-1.503374
5.5500,1.109011,1.109013,3.439921,3.439888,1.924597,1.924644,6.152827,6.152775,5.142986,5.142910,-2.631001,-2.630734
5.6000,1.434206,1.434201,3.682432,3.682396,1.789817,1.789833,6.820202,6.820164,4.542600,4.542458,-2.499347,-2.499315
5.6500,1.787347,1.787353,3.892272,3.892230,1.703458,1.703489,7.269538,7.269564,3.826735,3.826531,-0.662597,-0.662663
5.7000,2.158075,2.158072,4.062000,4.061983,1.749904,1.749950,7.535335,7.535358,2.923886,2.923728,2.738486,2.738333
5.7500,2.539138,2.539132,4.180144,4.180093,1.993306,1.993336,7.695668,7.695694,1.752179,1.751916,7.096537,7.096218
5.8000,2.926871,2.926871,4.232514,4.232474,2.462807,2.462841,7.808423,7.808473,0.306394,0.306183,11.640977,11.640532
5.8500,3.319562,3.319570,4.210101,4.210076,3.143447,3.143491,7.895245,7.895315,-1.164559,-1.164663,15.332326,15.331741
5.9000,3.715885,3.715885,4.126478,4.126482,3.959306,3.959315,7.950295,7.950333,-2.005354,-2.005299,16.844984,16.844269
5.9500,4.113486,4.113480,4.032445,4.032456,4.781320,4.781267,7.938926,7.938934,-1.499786,-1.499769,15.624616,15.623998
6.0000,4.508094,4.508109,4.000454,4.000476,5.492536,5.492465,7.828575,7.828632,0.421362,0.421300,12.656963,12.656559
6.0500,4.894910,4.894926,4.089606,4.089658,6.039733,6.039698,7.633037,7.633094,3.246437,3.246389,9.220622,9.220455
6.1000,5.270596,5.270593,4.331467,4.331493,6.415874,6.415812,7.388506,7.388503,6.461127,6.460968,5.844936,5.844776
6.1500,5.633226,5.633218,4.736661,4.736686,6.626214,6.626177,7.110963,7.110942,9.732772,9.732578,2.593888,2.593883
6.2000,5.981021,5.981020,5.300414,5.300425,6.680503,6.680437,6.793281,6.793272,12.736455,12.736161,-0.320299,-0.320245
6.2500,6.311854,6.311862,5.997142,5.997160,6.613070,6.613046,6.435401,6.435412,14.945718,14.945364,-2.083624,-2.083269
6.3000,6.624656,6.624662,6.771773,6.771764,6.511070,6.511070,6.085138,6.085146,15.782715,15.782303,-1.547412,-1.546941
6.3500,6.922056,6.922059,7.551416,7.551393,6.500864,6.500917,5.834970,5.834972,15.204590,15.204270,1.487632,1.488005
6.4000,7.210947,7.210938,8.278343,8.278309,6.682753,6.682806,5.750123,5.750088,13.791788,13.791548,5.896043,5.896144
6.4500,7.499974,7.499969,8.926998,8.926953,7.090878,7.090944,5.839818,5.839807,12.151490,12.151265,10.342615,10.342536
6.5000,7.797968,7.797967,9.494948,9.494898,7.700820,7.700854,6.113143,6.113157,10.590802,10.590576,13.825611,13.825280
6.5500,8.114948,8.114947,9.988722,9.988679,8.445518,8.445554,6.605082,6.605113,9.185913,9.185706,15.651724,15.651269
6.6000,8.462298,8.462301,10.415851,10.415811,9.235281,9.235335,7.323664,7.323717,7.919058,7.918847,15.658078,15.657597
6.6500,8.850148,8.850163,10.782179,10.782140,9.988190,9.988234,8.211421,8.211506,6.744576,6.744375,14.281100,14.280566
6.7000,9.284851,9.284843,11.090773,11.090734,10.650447,10.650463,9.184634,9.184639,5.597971,5.597791,12.117692,12.117126
6.7500,9.768874,9.768896,11.341453,11.341461,11.193073,11.193067,10.173501,10.173573,4.422767,4.422744,9.533463,9.532940
6.8000,10.301226,10.301232,11.532998,11.532995,11.599526,11.599503,11.101743,11.101753,3.251047,3.251009,6.696991,6.696558
6.8500,10.875837,10.875834,11.670158,11.670163,11.863099,11.863071,11.834428,11.834396,2.302793,2.302779,3.896859,3.896577
6.9000,11.477982,11.477995,11.773818,11.773856,12.001828,12.001822,12.166795,12.166797,1.986170,1.986231,1.867152,1.867108
6.9500,12.082947,12.082941,11.885620,11.885628,12.079881,12.079842,11.932717,11.932668,2.666963,2.666904,1.619266,1.619254
7.0000,12.662285,12.662271,12.057661,12.057663,12.200903,12.200897,11.167352,11.167294,4.363973,4.363848,3.559251,3.559387
7.0500,13.194417,13.194416,12.333667,12.333684,12.461862,12.461842,10.085348,10.085345,6.758389,6.758258,7.050741,7.050843
7.1000,13.669191,13.669187,12.738530,12.738532,12.914273,12.914280,8.903108,8.903112,9.457324,9.457109,11.044585,11.044757
7.1500,14.085717,14.085714,13.278812,13.278847,13.558098,13.558084,7.781098,7.781116,12.120254,12.120082,14.543459,14.543591
7.2000,14.451225,14.451227,13.944034,13.944068,14.343851,14.343848,6.896128,6.896166,14.389236,14.389011,16.564647,16.564896
7.2500,14.782689,14.782685,14.704378,14.704405,15.178365,15.178332,6.449064,6.449081,15.861370,15.861076,16.449651,16.449962
7.3000,15.105193,15.105192,15.512401,15.512414,15.957232,15.957197,6.538780,6.538795,16.281209,16.280856,14.465677,14.466129
7.3500,15.444212,15.444213,16.316626,16.316625,16.609841,16.609828,7.083873,7.083878,15.758400,15.758017,11.568210,11.568818
7.4000,15.818178,15.818184,17.078773,17.078793,17.112776,17.112759,7.905740,7.905741,14.665492,14.665217,8.578384,8.579007
7.4500,16.236630,16.236633,17.779439,17.779435,17.473170,17.473180,8.840036,8.840009,13.341686,13.341403,5.913319,5.913983
7.5000,16.702060,16.702074,18.411886,18.411861,17.713972,17.714001,9.767674,9.767670,11.950146,11.949864,3.845532,3.846142
7.5500,17.211656,17.211675,18.973892,18.973871,17.874200,17.874264,10.591014,10.591033,10.523648,10.523421,2.771017,2.771539
7.6000,17.757991,17.757978,19.463454,19.463408,18.015855,18.015896,11.225719,11.225662,9.049276,9.049006,3.173784,3.174020
7.6500,18.330395,18.330408,19.877724,19.877692,18.220002,18.220032,11.632757,11.632790,7.509685,7.509476,5.261548,5.261518
7.7000,18.917795,18.917794,20.213386,20.213337,18.564716,18.564761,11.831923,11.831928,5.911047,5.910823,8.698023,8.697836
7.7500,19.510727,19.510729,20.469508,20.469467,19.099886,19.099931,11.858536,11.858555,4.360660,4.360520,12.731671,12.731283
7.8000,20.101055,20.101042,20.655477,20.655438,19.831092,19.831123,11.729762,11.729734,3.180331,3.180285,16.349610,16.349011
7.8500,20.681479,20.681472,20.802582,20.802573,20.708181,20.708187,11.468947,11.468936,2.898500,2.898588,18.382610,18.381923
7.9000,21.246692,21.246671,20.967113,20.967140,21.630809,21.630755,11.132859,11.132805,3.902586,3.902695,18.147755,18.147147
7.9500,21.794575,21.794579,21.212005,21.212037,22.492093,22.492053,10.784144,10.784157,6.043668,6.043666,16.078893,16.078623
8.0000,22.325450,22.325458,21.581907,21.581951,23.224239,23.224197,10.455126,10.455143,8.813744,8.813683,13.127010,13.126925
8.0500,22.840519,22.840511,22.096027,22.096056,23.800709,23.800663,10.151952,10.151921,11.746962,11.746785,9.917131,9.917160
8.1000,23.341110,23.341127,22.753327,22.753376,24.216367,24.216326,9.877071,9.877107,14.481803,14.481619,6.735855,6.736023
8.1500,23.828901,23.828892,23.534273,23.534321,24.480982,24.480928,9.642880,9.642841,16.617023,16.616757,3.973350,3.973647
8.2000,24.306378,24.306379,24.397257,24.397275,24.634282,24.634283,9.467168,9.467156,17.693614,17.693229,2.450721,2.451320
8.2500,24.776777,24.776771,25.282028,25.282000,24.761593,24.761615,9.360819,9.360781,17.494352,17.493916,3.024984,3.025572
8.3000,25.243699,25.243711,26.130295,26.130255,24.971594,24.971648,9.328910,9.328925,16.319846,16.319513,5.653617,5.654014
8.3500,25.711017,25.711000,26.906931,26.906879,25.345389,25.345446,9.378204,9.378143,14.712306,14.712027,9.388076,9.388203
8.4000,26.183131,26.183121,27.600451,27.600414,25.911008,25.911042,9.525011,9.524983,13.031306,13.031118,13.167410,13.167246
8.4500,26.665760,26.665754,28.210734,28.210696,26.648684,26.648714,9.806778,9.806774,11.386973,11.386807,16.146302,16.145945
8.5000,27.166843,27.166849,28.739684,28.739625,27.501752,27.501794,10.269146,10.269185,9.775431,9.775230,17.705123,17.704660
8.5500,27.695814,27.695817,29.188902,29.188863,28.391307,28.391344,10.917150,10.917178,8.203786,8.203675,17.607803,17.607249
8.6000,28.260540,28.260530,29.561905,29.561874,29.238607,29.238593,11.682236,11.682213,6.745164,6.745117,16.082797,16.082141
8.6500,28.863958,28.863956,29.867750,29.867749,29.983580,29.983538,12.442021,12.441997,5.549499,5.549545,13.595962,13.595389
8.7000,29.502302,29.502297,30.125133,30.125158,30.589886,30.589837,13.055564,13.055523,4.852591,4.852678,10.609951,10.609572
8.7500,30.164815,30.164822,30.366022,30.366061,31.044122,31.044077,13.388313,13.388298,4.932505,4.932558,7.603709,7.603565
8.8000,30.834763,30.834748,30.634135,30.634164,31.360842,31.360791,13.341195,13.341121,5.947237,5.947171,5.239421,5.239484
8.8500,31.492061,31.492049,30.974495,30.974508,31.592269,31.592233,12.884946,12.884881,7.778575,7.778372,4.315980,4.316280
8.9000,32.117471,32.117455,31.419801,31.419822,31.824585,31.824570,12.084338,12.084267,10.077286,10.077030,5.293243,5.293725
8.9500,32.697121,32.697130,31.983319,31.983336,32.148996,32.148987,11.081909,11.081923,12.443908,12.443602,7.897136,7.897657
9.0000,33.225090,33.225079,32.659466,32.659458,32.628324,32.628312,10.045219,10.045191,14.528032,14.527655,11.339096,11.339541
9.0500,33.703960,33.703967,33.426198,33.426205,33.281177,33.281181,9.148436,9.148471,16.018525,16.018219,14.675298,14.675691
9.1000,34.145438,34.145445,34.247317,34.247314,34.077735,34.077717,8.580777,8.580812,16.675994,16.675714,16.931830,16.932070
9.1500,34.570028,34.570029,35.079121,35.079113,34.944220,34.944203,8.486944,8.486955,16.462405,16.462176,17.408646,17.408850
9.2000,35.002027,35.002030,35.882580,35.882591,35.789530,35.789521,8.861456,8.861457,15.593684,15.593565,16.165276,16.165529
9.2500,35.461542,35.461547,36.632932,36.632925,36.543705,36.543716,9.557700,9.557687,14.387782,14.387657,13.896864,13.897206
9.3000,35.960349,35.960366,37.319602,37.319609,37.173819,37.173818,10.409264,10.409266,13.071057,13.071002,11.292899,11.293236
9.3500,36.503132,36.503131,37.939510,37.939470,37.674148,37.674151,11.301843,11.301783,11.719379,11.719230,8.754534,8.754872
9.4000,37.089873,37.089863,38.490652,38.490619,38.055255,38.055261,12.154155,12.154061,10.314397,10.314305,6.581524,6.581825
9.4500,37.716313,37.716332,38.969705,38.969691,38.345878,38.345901,12.871281,12.871262,8.838014,8.838020,5.229580,5.229839
9.5000,38.372732,38.372737,39.374429,39.374405,38.601812,38.601821,13.332935,13.332878,7.365494,7.365533,5.283441,5.283501
9.5500,39.043657,39.043659,39.709967,39.709934,38.902801,38.902830,13.440451,13.440392,6.119831,6.119917,7.026472,7.026396
9.6000,39.710464,39.710458,39.995751,39.995703,39.326341,39.326374,13.172112,13.172039,5.433488,5.433593,10.064421,10.064173
9.6500,40.355633,40.355619,40.267742,40.267731,39.915725,39.915746,12.591972,12.591889,5.605846,5.606083,13.488206,13.487805
9.7000,40.966649,40.966645,40.572556,40.572572,40.664437,40.664430,11.832416,11.832378,6.742239,6.742511,16.275346,16.274890
9.7500,41.538687,41.538694,40.955583,40.955636,41.518837,41.518803,11.060735,11.060737,8.688631,8.688894,17.614945,17.614585
9.8000,42.074928,42.074917,41.449039,41.449067,42.396408,42.396357,10.418678,10.418632,11.089857,11.089911,17.204683,17.204540
9.8500,42.583911,42.583907,42.064945,42.064984,43.214744,43.214693,9.976036,9.976007,13.514574,13.514532,15.330779,15.330869
9.9000,43.076117,43.076125,42.793996,42.794031,43.914901,43.914877,9.748416,9.748420,15.551291,15.551137,12.579972,12.580316
9.9500,43.562430,43.562421,43.607773,43.607798,44.467815,44.467764,9.741172,9.741128,16.854263,16.854008,9.532520,9.532935
10.0000,44.053806,44.053817,44.463529,44.463565,44.872577,44.872540,9.946316,9.946325,17.211386,17.211122,6.755030,6.755608
10.0500,44.559623,44.559644,45.313184,45.313202,45.158855,45.158862,10.303096,10.303122,16.633374,16.633098,4.909048,4.909779
10.1000,45.084757,45.084749,46.115312,46.115263,45.389294,45.389329,10.698801,10.698740,15.365956,15.365596,4.595663,4.596315
10.1500,45.628448,45.628458,46.844180,46.844142,45.646953,45.646988,11.033881,11.033873,13.758927,13.758695,5.973587,5.973957
10.2000,46.186604,46.186602,47.489986,47.489947,46.008337,46.008389,11.278670,11.278643,12.072443,12.072269,8.643270,8.643411
10.2500,46.755320,46.755316,48.051703,48.051667,46.521302,46.521339,11.464369,11.464348,10.399655,10.399531,11.913510,11.913369
10.3000,47.332928,47.332925,48.530276,48.530237,47.197263,47.197320,11.642961,11.642951,8.748509,8.748424,15.037363,15.037071
10.3500,47.920214,47.920218,48.927954,48.927916,48.009890,48.009935,11.856106,11.856118,7.187695,7.187674,17.254677,17.254182
10.4000,48.519189,48.519187,49.254441,49.254411,48.896551,48.896564,12.106033,12.106019,5.955523,5.955582,17.917700,17.917079
10.4500,49.130495,49.130501,49.534999,49.535016,49.772396,49.772371,12.335450,12.335447,5.409039,5.409220,16.848803,16.848249
