0.000000	0.739480	-0.029768	1.030739	1.024959	1.038741	-0.128247	-0.208810	-0.168732
1.000000	0.739486	-0.029767	1.030739	1.024959	1.038741	-0.128238	-0.208799	-0.168723
2.000000	0.739496	-0.029766	1.030739	1.024959	1.038741	-0.128223	-0.208779	-0.168708
3.000000	0.739510	-0.029765	1.030739	1.024958	1.038741	-0.128201	-0.208752	-0.168687
4.000000	0.739528	-0.029763	1.030739	1.024958	1.038742	-0.128173	-0.208717	-0.168660
5.000000	0.739551	-0.029761	1.030739	1.024958	1.038742	-0.128139	-0.208675	-0.168627
6.000000	0.739577	-0.029759	1.030739	1.024957	1.038743	-0.128098	-0.208624	-0.168588
7.000000	0.739607	-0.029756	1.030739	1.024957	1.038743	-0.128052	-0.208566	-0.168543
8.000000	0.739641	-0.029753	1.030740	1.024956	1.038744	-0.127999	-0.208500	-0.168492
9.000000	0.739680	-0.029749	1.030740	1.024955	1.038744	-0.127940	-0.208426	-0.168435
10.000000	0.739722	-0.029745	1.030740	1.024954	1.038745	-0.127875	-0.208345	-0.168372
11.000000	0.739768	-0.029741	1.030740	1.024954	1.038746	-0.127803	-0.208256	-0.168303
12.000000	0.739819	-0.029736	1.030741	1.024952	1.038747	-0.127726	-0.208159	-0.168228
13.000000	0.739873	-0.029731	1.030741	1.024951	1.038748	-0.127642	-0.208054	-0.168147
14.000000	0.739932	-0.029725	1.030741	1.024950	1.038749	-0.127552	-0.207942	-0.168061
15.000000	0.739994	-0.029718	1.030742	1.024949	1.038750	-0.127456	-0.207822	-0.167968
16.000000	0.740061	-0.029712	1.030742	1.024947	1.038751	-0.127353	-0.207694	-0.167869
17.000000	0.740132	-0.029704	1.030742	1.024946	1.038752	-0.127245	-0.207559	-0.167765
18.000000	0.740207	-0.029696	1.030743	1.024944	1.038753	-0.127131	-0.207416	-0.167654
19.000000	0.740286	-0.029688	1.030743	1.024942	1.038754	-0.127010	-0.207266	-0.167538
20.000000	0.740369	-0.029679	1.030743	1.024940	1.038755	-0.126883	-0.207108	-0.167415
21.000000	0.740456	-0.029669	1.030743	1.024938	1.038756	-0.126750	-0.206942	-0.167287
22.000000	0.740547	-0.029658	1.030744	1.024936	1.038758	-0.126611	-0.206768	-0.167153
23.000000	0.740643	-0.029647	1.030744	1.024934	1.038759	-0.126466	-0.206587	-0.167013
24.000000	0.740742	-0.029635	1.030744	1.024931	1.038760	-0.126315	-0.206399	-0.166867
25.000000	0.740846	-0.029623	1.030744	1.024928	1.038761	-0.126157	-0.206203	-0.166715
26.000000	0.740954	-0.029609	1.030744	1.024926	1.038762	-0.125994	-0.205999	-0.166558
27.000000	0.741066	-0.029595	1.030744	1.024922	1.038764	-0.125824	-0.205788	-0.166394
28.000000	0.741182	-0.029580	1.030744	1.024919	1.038765	-0.125649	-0.205569	-0.166225
29.000000	0.741302	-0.029564	1.030744	1.024916	1.038766	-0.125467	-0.205343	-0.166050
30.000000	0.741427	-0.029547	1.030744	1.024912	1.038767	-0.125279	-0.205110	-0.165869
31.000000	0.741556	-0.029530	1.030744	1.024908	1.038768	-0.125086	-0.204869	-0.165683
32.000000	0.741689	-0.029511	1.030744	1.024904	1.038769	-0.124886	-0.204620	-0.165490
33.000000	0.741826	-0.029491	1.030743	1.024900	1.038770	-0.124681	-0.204364	-0.165292
34.000000	0.741967	-0.029470	1.030743	1.024895	1.038770	-0.124469	-0.204101	-0.165088
35.000000	0.742113	-0.029448	1.030742	1.024890	1.038771	-0.124251	-0.203831	-0.164878
36.000000	0.742263	-0.029425	1.030742	1.024885	1.038772	-0.124028	-0.203553	-0.164663
37.000000	0.742417	-0.029401	1.030741	1.024880	1.038772	-0.123798	-0.203267	-0.164442
38.000000	0.742576	-0.029376	1.030740	1.024874	1.038773	-0.123563	-0.202975	-0.164215
39.000000	0.742739	-0.029349	1.030739	1.024868	1.038773	-0.123321	-0.202675	-0.163983
40.000000	0.742906	-0.029321	1.030738	1.024862	1.038773	-0.123074	-0.202368	-0.163745
41.000000	0.743078	-0.029291	1.030737	1.024856	1.038773	-0.122821	-0.202054	-0.163501
42.000000	0.743254	-0.029261	1.030735	1.024849	1.038773	-0.122562	-0.201732	-0.163252
43.000000	0.743434	-0.029228	1.030734	1.024841	1.038772	-0.122297	-0.201403	-0.162997
44.000000	0.743618	-0.029195	1.030732	1.024834	1.038772	-0.122026	-0.201068	-0.162736
45.000000	0.743808	-0.029159	1.030730	1.024826	1.038771	-0.121750	-0.200725	-0.162470
46.000000	0.744001	-0.029122	1.030728	1.024818	1.038770	-0.121468	-0.200375	-0.162199
47.000000	0.744199	-0.029084	1.030726	1.024809	1.038769	-0.121179	-0.200018	-0.161922
48.000000	0.744401	-0.029044	1.030723	1.024800	1.038768	-0.120886	-0.199654	-0.161639
49.000000	0.744608	-0.029002	1.030720	1.024790	1.038766	-0.120586	-0.199282	-0.161351
50.000000	0.744820	-0.028958	1.030718	1.024780	1.038765	-0.120281	-0.198904	-0.161057
51.000000	0.745035	-0.028912	1.030714	1.024770	1.038763	-0.119969	-0.198519	-0.160758
52.000000	0.745256	-0.028864	1.030711	1.024759	1.038760	-0.119653	-0.198127	-0.160454
53.000000	0.745481	-0.028815	1.030707	1.024748	1.038758	-0.119330	-0.197729	-0.160144
54.000000	0.745710	-0.028763	1.030704	1.024736	1.038755	-0.119002	-0.197323	-0.159828
55.000000	0.745944	-0.028710	1.030700	1.024724	1.038752	-0.118668	-0.196910	-0.159508
56.000000	0.746183	-0.028654	1.030695	1.024711	1.038749	-0.118329	-0.196491	-0.159182
57.000000	0.746426	-0.028596	1.030691	1.024698	1.038745	-0.117984	-0.196065	-0.158851
58.000000	0.746674	-0.028536	1.030686	1.024684	1.038741	-0.117633	-0.195632	-0.158514
59.000000	0.746926	-0.028473	1.030680	1.024670	1.038736	-0.117277	-0.195193	-0.158172
60.000000	0.529210	-0.069479	1.033667	0.975178	1.040870	-0.078706	-0.248760	-0.107533
61.000000	0.196011	2.641258	0.547212	0.396604	0.000000	-0.050763	-0.103714	0.000000
62.000000	0.196424	2.641312	0.547207	0.396603	0.000000	-0.050414	-0.103476	0.000000
63.000000	0.196860	2.641369	0.547202	0.396602	0.000000	-0.050030	-0.103212	0.000000
64.000000	0.197319	2.641429	0.547197	0.396600	0.000000	-0.049614	-0.102920	0.000000
65.000000	0.197800	2.641493	0.547191	0.396599	0.000000	-0.049163	-0.102600	0.000000
66.000000	0.198303	2.641561	0.547185	0.396597	0.000000	-0.048680	-0.102253	0.000000
67.000000	0.198828	2.641632	0.547178	0.396595	0.000000	-0.048163	-0.101880	0.000000
68.000000	0.199376	2.641706	0.547171	0.396593	0.000000	-0.047613	-0.101478	0.000000
69.000000	0.199946	2.641784	0.547164	0.396590	0.000000	-0.047029	-0.101050	0.000000
70.000000	0.200538	2.641866	0.547156	0.396588	0.000000	-0.046412	-0.100594	0.000000
71.000000	0.201152	2.641952	0.547148	0.396585	0.000000	-0.045762	-0.100111	0.000000
72.000000	0.201788	2.642041	0.547140	0.396582	0.000000	-0.045079	-0.099601	0.000000
73.000000	0.202446	2.642135	0.547131	0.396579	0.000000	-0.044362	-0.099064	0.000000
74.000000	0.203127	2.642232	0.547121	0.396575	0.000000	-0.043612	-0.098500	0.000000
75.000000	0.203829	2.642334	0.547112	0.396572	0.000000	-0.042830	-0.097909	0.000000
76.000000	0.204553	2.642440	0.547101	0.396568	0.000000	-0.042014	-0.097290	0.000000
77.000000	0.205299	2.642550	0.547091	0.396563	0.000000	-0.041165	-0.096645	0.000000
78.000000	0.206067	2.642664	0.547079	0.396559	0.000000	-0.040283	-0.095972	0.000000
79.000000	0.206856	2.642783	0.547068	0.396554	0.000000	-0.039368	-0.095273	0.000000
